id,title,created_at,duration
33380,Hardwell - Spaceman (Drown The Fish Remix) [OUT NOW],2012/04/27 15:38:01 +0000,103039
33381,Astronaut - Quantum (Virtual Riot Remix),2014/03/19 21:45:44 +0000,291579
33382,Rain Drops (Original Mix) Ft. Carmen F,2011/08/24 10:38:42 +0000,217263
33383,Top Dubstep Drops - Epic Motivational Mix (Powered Edition),2015/07/12 19:13:11 +0000,3644005
33384,Tha Trickaz <U+2716> Creaky Jackals - OG Purp (PhaseOne Remix),2017/10/13 17:10:05 +0000,200090
33385,Space Jesus & Dirt Monkey - Sofa Surfin (Liquid Stranger Remix),2017/10/27 15:25:16 +0000,304641
33386,lil aaron x blackbear - escalade judge remix,2017/06/04 06:33:11 +0000,196145
33387,Brain Sludge,2017/11/20 18:13:26 +0000,270758
33388,Animal Parade,2016/01/11 13:06:39 +0000,226501
33389,La Roux - I'm Not Your Toy (Nero Remix),2010/07/15 15:38:48 +0000,320173
33390,Two Steps From Hell - Wrath Of Sea (Instrumental Core Remix)[Download in description],2012/06/18 12:46:27 +0000,305827
33391,SLANDER & SPAG HEDDY - RUNNING TO YOU FT. ELLE VEE,2018/11/15 17:19:31 +0000,300931
33392,Diamond Eyes - Everything [NCS Release],2018/04/10 16:07:46 +0000,267545
33393,Stephen - Crossfire (SummitScape Remix),2016/06/27 18:45:28 +0000,232092
33394,Savoy - Let You Let Me,2015/12/10 18:42:09 +0000,261457
33395,Ephixa - Overwatch Dubstep Remix,2016/04/06 22:13:33 +0000,207770
33396,MAKE IT  BUN DEM (MONXX REMIX),2018/01/18 18:14:10 +0000,221302
33397,Unknown Brain - Perseus (feat. Chris Linton) [NCS Release],2017/03/21 17:04:33 +0000,196929
33398,STEREOLIEZ - Paper Chaser Ft. Armanni Reign (Spag Heddy Remix),2015/11/17 17:29:55 +0000,218978
33399,WTF,2018/08/10 04:13:03 +0000,257748
33400,Tremor (Sullivan King & Riot Ten Remix),2017/04/10 16:18:37 +0000,124929
33401,Imperial March VIP,2013/11/25 19:14:45 +0000,204348
33402,Winside - Reapers [FREE DOWNLOAD],2013/05/03 19:22:54 +0000,288549
33403,Phoebe Ryan - Mine (Illenium Remix),2015/03/05 17:02:50 +0000,249831
33404,Direct & Labisch - Better World,2014/06/13 17:48:10 +0000,253123
33405,12th Planet, Virtual Riot, Twine - Gully Squad,2016/11/23 18:50:48 +0000,218560
33406,Faux Tales - Atlas,2014/04/14 18:11:25 +0000,324340
33407,Kaskade & Project 46 - Last Chance (Dirtyphonics Remix),2013/12/10 17:43:01 +0000,294976
33408,Zomboy - Miles Away (Soltan Remix),2017/02/06 18:39:07 +0000,236951
33409,Snake,2014/07/29 07:59:35 +0000,254690
33410,Smoke weed every day - snoop dog remix (Dj bax)dubtep,2012/11/19 23:45:20 +0000,289307
33411,Unicorn Zombie Apocalypse ( Sikdope dubstep flip ),2016/12/06 17:19:08 +0000,195335
33412,Gemini - Fire Inside (Mr FijiWiji Remix),2013/04/16 20:02:05 +0000,314412
33413,Bobby Blakdout - Get Lit Feat Helluh Lit (PREVIEW),2016/06/29 04:30:42 +0000,24060
33414,Underworld,2017/04/06 15:52:05 +0000,279719
33415,Spag Heddy - Love On First Sine,2014/12/25 12:03:31 +0000,205601
33416,Gramatik - Illusion Of Choice,2012/04/03 18:49:59 +0000,298379
33417,Take a trip to my House   OVERWERK feat Nick Nikon [Monstercat]|| FULL SONG <U+2192> goo.gl/Qz6zKN,2013/05/12 19:57:34 +0000,186191
33418,Midnight Tyrannosaurus & Subtronics - Revenge Of The Goldfish [FREE DOWNLOAD],2017/04/28 16:17:34 +0000,233530
33419,Jam On It,2012/10/18 16:58:41 +0000,202440
33420,Dubstep Remixes Of Popular Songs - Can't Hold Us - Macklemore &amp; Ryan Lewis ( Feat. Ray Dalton),2013/08/21 01:24:28 +0000,272900
33421,Emptiness (Out Now on Monstercat),2016/04/20 22:48:34 +0000,224360
33422,Soltan - Jadu [Premiere],2016/07/13 18:03:04 +0000,225666
33423,Excision & Datsik - Swagga,2010/01/29 01:05:33 +0000,153240
33424,Doctor P and Flux Pavilion - Party Drink Smoke feat. Jarren Benton (Cookie Monsta VIP),2016/12/07 17:08:55 +0000,220128
33425,Jauz & Twiitch - Power Trip (Original Mix) Free Download,2014/03/01 00:06:57 +0000,205759
33426,Electric Joy Ride - Origin [NCS Release],2014/04/06 03:38:39 +0000,268145
33427,Caspa & Rusko - Blouse An Skirt [Premiere],2015/11/09 18:41:44 +0000,210566
33428,Gimme Shelter (Zeds Dead Remix),2010/07/14 21:43:16 +0000,245330
33429,Midnight Tyrannosaurus - Love Potion VIP (Forthcoming 20k Likes EP),2015/07/24 16:17:30 +0000,101678
33430,SLANDER & WAVEDASH - MOVE BACK,2018/04/06 02:27:01 +0000,254587
33431,Datsik & Ganja White Night - Bad Behavior (feat. T Rabb),2018/01/12 16:57:35 +0000,238546
33432,Varien - The Scarlet Dawn,2013/12/27 11:07:53 +0000,205392
33433,Carol of the bells (Christmas Dubstep Remix by LoudWorship & Swedish Revolution) {share on FB},2011/12/22 05:13:15 +0000,137232
33434,Megalodon & Midnight Tyrannosaurus - Jurassic,2017/04/17 20:47:49 +0000,312558
33435,Dirtyphonics x RIOT - Got Your Love,2017/07/13 06:35:43 +0000,236900
33436,Kill The Noise & Snails - Shake The Ground (feat. Sullivan King & Jonah Kay),2018/06/27 17:02:29 +0000,246096
33437,Slushii - Emptiness,2016/04/20 18:37:14 +0000,224360
33438,The Eden Project - Chasing Ghosts [NCS Release],2014/05/28 18:46:57 +0000,291552
33439,Band of Horses - The Funeral (Butch Clancy Remix),2011/03/07 17:43:54 +0000,305382
33440,League Of Legends Dubstep Mix..,2012/04/25 18:42:55 +0000,636768
33441,Kozah - Dream State,2016/08/05 19:00:23 +0000,270470
33442,Foria - Break Away [NCS Release],2016/01/14 19:27:31 +0000,301793
33443,Sex Whales & Phantom Sage - One Day [NCS Release],2015/10/09 19:02:24 +0000,303518
33444,You Found Me (Kasum Remix),2014/01/06 18:41:07 +0000,257356
33445,Dodge & Fuski Vs. Virtual Riot - Alien (OUT NOW),2015/09/07 14:06:38 +0000,185695
33446,Please Mr. Postman (Cragga Dubstep Remix) - The Marvelletes,2010/07/03 21:05:17 +0000,243422
33447,Fox Stevenson - Miss You,2017/10/23 08:05:38 +0000,232092
33448,OTC - Don't Stop,2015/08/04 20:11:31 +0000,270836
33449,Datsik - Find Me (feat. Excision & Dion Timmer),2018/01/12 16:50:39 +0000,243327
33450,Excision Shambhala 2010 Mix,2010/12/07 10:50:22 +0000,5150433
33451,MUST DIE! - Neo Tokyo,2015/08/21 17:24:51 +0000,204897
33452,Fox Stevenson - Lightspeed,2013/07/15 18:59:15 +0000,282619
33453,Terravita - Set It Off - OUT NOW ON FIREPOWER!,2013/11/14 19:20:25 +0000,221356
33454,Barely Alive & Virtual Riot & Phaseone & Myro - Rampage,2018/02/12 19:59:31 +0000,238493
33455,Protohype - QT,2015/08/11 17:14:48 +0000,198731
33456,Undertale - Megalovania (Dubstep/Complextro Remix),2015/12/02 07:20:16 +0000,268198
33457,One Minute,2011/09/01 04:56:38 +0000,255443
33458,Kid Sister - Pro Nails (Rusko Remix),2011/08/09 20:50:54 +0000,233622
33459,Wildstyle Method,2010/10/05 21:43:41 +0000,354776
33460,UKF Dubstep 2013 (Album Megamix),2013/12/17 15:04:55 +0000,811490
33461,Gorilla March,2012/10/18 16:13:56 +0000,265663
33462,Heads Up (West Coast Lo Fi),2013/12/09 17:24:26 +0000,224072
33463,Tha Trickaz <U+2716> Creaky Jackals - OG Purp (BASS VIP),2016/01/04 16:17:04 +0000,248681
33464,Wayak ( Ft Dudu Tassa ),2013/07/22 21:42:17 +0000,194263
33465,Vaski - Insane ft. Ava,2012/09/17 18:16:44 +0000,247401
33466,Ectoplasm Ft. MUST DIE!,2015/06/26 14:08:34 +0000,225221
33467,Stephen Schwartz - Bullet Train ft. Joni Fatora,2013/01/11 18:59:14 +0000,244476
33468,Call Of Duty Zombies DUBSTEP,2013/02/20 22:12:56 +0000,225065
33469,Borgore feat. Mad Cobra - Domino,2017/07/06 18:11:18 +0000,187106
33470,Skrillex & MUST DIE! - VIP's (MUST DIE! Remix),2017/10/26 16:39:08 +0000,204922
33471,Krimer - Blow Up!,2016/04/26 11:31:56 +0000,202702
33472,Trivecta - One Night Only (feat. Yohamna Solange),2014/04/07 06:24:16 +0000,245912
33473,FENZY - The Legend of Zelda (Dubstep Remix),2013/06/15 14:47:48 +0000,302970
33474,Borgore & Svdden Death - Svddengore,2018/02/16 16:48:36 +0000,233216
33475,Best Female Vocal Dubstep Mix! 2013    Dubstep Remix 2013,2012/12/27 23:45:01 +0000,1278682
33476,Black Label XL - Mixed By SKisM,2015/01/09 11:11:18 +0000,2700320
33477,Bobby Blakdout - Dirty (PREVIEW),2016/06/13 22:23:06 +0000,28658
33478,Barely Alive & Virtual Riot - Basement Dwellers,2017/08/30 20:13:17 +0000,215295
33479,Hardwell - Spaceman (Drown The Fish Remix) [OUT NOW],2012/04/27 15:38:01 +0000,103039
33480,Astronaut - Quantum (Virtual Riot Remix),2014/03/19 21:45:44 +0000,291579
33481,Rain Drops (Original Mix) Ft. Carmen F,2011/08/24 10:38:42 +0000,217263
33482,Top Dubstep Drops - Epic Motivational Mix (Powered Edition),2015/07/12 19:13:11 +0000,3644005
33483,Tha Trickaz <U+2716> Creaky Jackals - OG Purp (PhaseOne Remix),2017/10/13 17:10:05 +0000,200090
33484,Space Jesus & Dirt Monkey - Sofa Surfin (Liquid Stranger Remix),2017/10/27 15:25:16 +0000,304641
33485,lil aaron x blackbear - escalade judge remix,2017/06/04 06:33:11 +0000,196145
33486,Brain Sludge,2017/11/20 18:13:26 +0000,270758
33487,Animal Parade,2016/01/11 13:06:39 +0000,226501
33488,La Roux - I'm Not Your Toy (Nero Remix),2010/07/15 15:38:48 +0000,320173
33489,Two Steps From Hell - Wrath Of Sea (Instrumental Core Remix)[Download in description],2012/06/18 12:46:27 +0000,305827
33490,SLANDER & SPAG HEDDY - RUNNING TO YOU FT. ELLE VEE,2018/11/15 17:19:31 +0000,300931
33491,Diamond Eyes - Everything [NCS Release],2018/04/10 16:07:46 +0000,267545
33492,Stephen - Crossfire (SummitScape Remix),2016/06/27 18:45:28 +0000,232092
33493,Savoy - Let You Let Me,2015/12/10 18:42:09 +0000,261457
33494,Ephixa - Overwatch Dubstep Remix,2016/04/06 22:13:33 +0000,207770
33495,MAKE IT  BUN DEM (MONXX REMIX),2018/01/18 18:14:10 +0000,221302
33496,Unknown Brain - Perseus (feat. Chris Linton) [NCS Release],2017/03/21 17:04:33 +0000,196929
33497,STEREOLIEZ - Paper Chaser Ft. Armanni Reign (Spag Heddy Remix),2015/11/17 17:29:55 +0000,218978
33498,WTF,2018/08/10 04:13:03 +0000,257748
33499,Tremor (Sullivan King & Riot Ten Remix),2017/04/10 16:18:37 +0000,124929
33500,Flesh Eaters,2017/03/10 19:31:28 +0000,225248
33501,Winside - Reapers [FREE DOWNLOAD],2013/05/03 19:22:54 +0000,288549
33502,Phoebe Ryan - Mine (Illenium Remix),2015/03/05 17:02:50 +0000,249831
33503,Direct & Labisch - Better World,2014/06/13 17:48:10 +0000,253123
33504,12th Planet, Virtual Riot, Twine - Gully Squad,2016/11/23 18:50:48 +0000,218560
33505,Faux Tales - Atlas,2014/04/14 18:11:25 +0000,324340
33506,Kaskade & Project 46 - Last Chance (Dirtyphonics Remix),2013/12/10 17:43:01 +0000,294976
33507,Zomboy - Miles Away (Soltan Remix),2017/02/06 18:39:07 +0000,236951
33508,Snake,2014/07/29 07:59:35 +0000,254690
33509,Smoke weed every day - snoop dog remix (Dj bax)dubtep,2012/11/19 23:45:20 +0000,289307
33510,Unicorn Zombie Apocalypse ( Sikdope dubstep flip ),2016/12/06 17:19:08 +0000,195335
33511,Gemini - Fire Inside (Mr FijiWiji Remix),2013/04/16 20:02:05 +0000,314412
33512,Bobby Blakdout - Get Lit Feat Helluh Lit (PREVIEW),2016/06/29 04:30:42 +0000,24060
33513,Underworld,2017/04/06 15:52:05 +0000,279719
33514,Spag Heddy - Love On First Sine,2014/12/25 12:03:31 +0000,205601
33515,Gramatik - Illusion Of Choice,2012/04/03 18:49:59 +0000,298379
33516,Take a trip to my House   OVERWERK feat Nick Nikon [Monstercat]|| FULL SONG <U+2192> goo.gl/Qz6zKN,2013/05/12 19:57:34 +0000,186191
33517,Midnight Tyrannosaurus & Subtronics - Revenge Of The Goldfish [FREE DOWNLOAD],2017/04/28 16:17:34 +0000,233530
33518,Jam On It,2012/10/18 16:58:41 +0000,202440
33519,Dubstep Remixes Of Popular Songs - Can't Hold Us - Macklemore &amp; Ryan Lewis ( Feat. Ray Dalton),2013/08/21 01:24:28 +0000,272900
33520,Emptiness (Out Now on Monstercat),2016/04/20 22:48:34 +0000,224360
33521,Soltan - Jadu [Premiere],2016/07/13 18:03:04 +0000,225666
33522,Excision & Datsik - Swagga,2010/01/29 01:05:33 +0000,153240
33523,Doctor P and Flux Pavilion - Party Drink Smoke feat. Jarren Benton (Cookie Monsta VIP),2016/12/07 17:08:55 +0000,220128
33524,Jauz & Twiitch - Power Trip (Original Mix) Free Download,2014/03/01 00:06:57 +0000,205759
33525,Electric Joy Ride - Origin [NCS Release],2014/04/06 03:38:39 +0000,268145
33526,Caspa & Rusko - Blouse An Skirt [Premiere],2015/11/09 18:41:44 +0000,210566
33527,Gimme Shelter (Zeds Dead Remix),2010/07/14 21:43:16 +0000,245330
33528,Midnight Tyrannosaurus - Love Potion VIP (Forthcoming 20k Likes EP),2015/07/24 16:17:30 +0000,101678
33529,SLANDER & WAVEDASH - MOVE BACK,2018/04/06 02:27:01 +0000,254587
33530,Datsik & Ganja White Night - Bad Behavior (feat. T Rabb),2018/01/12 16:57:35 +0000,238546
33531,Varien - The Scarlet Dawn,2013/12/27 11:07:53 +0000,205392
33532,Carol of the bells (Christmas Dubstep Remix by LoudWorship & Swedish Revolution) {share on FB},2011/12/22 05:13:15 +0000,137232
33533,Megalodon & Midnight Tyrannosaurus - Jurassic,2017/04/17 20:47:49 +0000,312558
33534,Dirtyphonics x RIOT - Got Your Love,2017/07/13 06:35:43 +0000,236900
33535,Kill The Noise & Snails - Shake The Ground (feat. Sullivan King & Jonah Kay),2018/06/27 17:02:29 +0000,246096
33536,Slushii - Emptiness,2016/04/20 18:37:14 +0000,224360
33537,The Eden Project - Chasing Ghosts [NCS Release],2014/05/28 18:46:57 +0000,291552
33538,Band of Horses - The Funeral (Butch Clancy Remix),2011/03/07 17:43:54 +0000,305382
33539,League Of Legends Dubstep Mix..,2012/04/25 18:42:55 +0000,636768
33540,Kozah - Dream State,2016/08/05 19:00:23 +0000,270470
33541,Foria - Break Away [NCS Release],2016/01/14 19:27:31 +0000,301793
33542,Sex Whales & Phantom Sage - One Day [NCS Release],2015/10/09 19:02:24 +0000,303518
33543,You Found Me (Kasum Remix),2014/01/06 18:41:07 +0000,257356
33544,Dodge & Fuski Vs. Virtual Riot - Alien (OUT NOW),2015/09/07 14:06:38 +0000,185695
33545,Please Mr. Postman (Cragga Dubstep Remix) - The Marvelletes,2010/07/03 21:05:17 +0000,243422
33546,Fox Stevenson - Miss You,2017/10/23 08:05:38 +0000,232092
33547,OTC - Don't Stop,2015/08/04 20:11:31 +0000,270836
33548,Datsik - Find Me (feat. Excision & Dion Timmer),2018/01/12 16:50:39 +0000,243327
33549,Excision Shambhala 2010 Mix,2010/12/07 10:50:22 +0000,5150433
33550,MUST DIE! - Neo Tokyo,2015/08/21 17:24:51 +0000,204897
33551,Fox Stevenson - Lightspeed,2013/07/15 18:59:15 +0000,282619
33552,Terravita - Set It Off - OUT NOW ON FIREPOWER!,2013/11/14 19:20:25 +0000,221356
33553,Barely Alive & Virtual Riot & Phaseone & Myro - Rampage,2018/02/12 19:59:31 +0000,238493
33554,Protohype - QT,2015/08/11 17:14:48 +0000,198731
33555,Undertale - Megalovania (Dubstep/Complextro Remix),2015/12/02 07:20:16 +0000,268198
33556,One Minute,2011/09/01 04:56:38 +0000,255443
33557,Kid Sister - Pro Nails (Rusko Remix),2011/08/09 20:50:54 +0000,233622
33558,Wildstyle Method,2010/10/05 21:43:41 +0000,354776
33559,UKF Dubstep 2013 (Album Megamix),2013/12/17 15:04:55 +0000,811490
33560,Gorilla March,2012/10/18 16:13:56 +0000,265663
33561,Heads Up (West Coast Lo Fi),2013/12/09 17:24:26 +0000,224072
33562,Tha Trickaz <U+2716> Creaky Jackals - OG Purp (BASS VIP),2016/01/04 16:17:04 +0000,248681
33563,Wayak ( Ft Dudu Tassa ),2013/07/22 21:42:17 +0000,194263
33564,Vaski - Insane ft. Ava,2012/09/17 18:16:44 +0000,247401
33565,Ectoplasm Ft. MUST DIE!,2015/06/26 14:08:34 +0000,225221
33566,Stephen Schwartz - Bullet Train ft. Joni Fatora,2013/01/11 18:59:14 +0000,244476
33567,Call Of Duty Zombies DUBSTEP,2013/02/20 22:12:56 +0000,225065
33568,Borgore feat. Mad Cobra - Domino,2017/07/06 18:11:18 +0000,187106
33569,Skrillex & MUST DIE! - VIP's (MUST DIE! Remix),2017/10/26 16:39:08 +0000,204922
33570,Krimer - Blow Up!,2016/04/26 11:31:56 +0000,202702
33571,Trivecta - One Night Only (feat. Yohamna Solange),2014/04/07 06:24:16 +0000,245912
33572,FENZY - The Legend of Zelda (Dubstep Remix),2013/06/15 14:47:48 +0000,302970
33573,Borgore & Svdden Death - Svddengore,2018/02/16 16:48:36 +0000,233216
33574,Best Female Vocal Dubstep Mix! 2013    Dubstep Remix 2013,2012/12/27 23:45:01 +0000,1278682
33575,Black Label XL - Mixed By SKisM,2015/01/09 11:11:18 +0000,2700320
33576,Bobby Blakdout - Dirty (PREVIEW),2016/06/13 22:23:06 +0000,28658
33577,Barely Alive & Virtual Riot - Basement Dwellers,2017/08/30 20:13:17 +0000,215295
33578,Hardwell - Spaceman (Drown The Fish Remix) [OUT NOW],2012/04/27 15:38:01 +0000,103039
33579,Astronaut - Quantum (Virtual Riot Remix),2014/03/19 21:45:44 +0000,291579
33580,Rain Drops (Original Mix) Ft. Carmen F,2011/08/24 10:38:42 +0000,217263
33581,Top Dubstep Drops - Epic Motivational Mix (Powered Edition),2015/07/12 19:13:11 +0000,3644005
33582,Tha Trickaz <U+2716> Creaky Jackals - OG Purp (PhaseOne Remix),2017/10/13 17:10:05 +0000,200090
33583,Space Jesus & Dirt Monkey - Sofa Surfin (Liquid Stranger Remix),2017/10/27 15:25:16 +0000,304641
33584,lil aaron x blackbear - escalade judge remix,2017/06/04 06:33:11 +0000,196145
33585,Brain Sludge,2017/11/20 18:13:26 +0000,270758
33586,Animal Parade,2016/01/11 13:06:39 +0000,226501
33587,La Roux - I'm Not Your Toy (Nero Remix),2010/07/15 15:38:48 +0000,320173
33588,Two Steps From Hell - Wrath Of Sea (Instrumental Core Remix)[Download in description],2012/06/18 12:46:27 +0000,305827
33589,SLANDER & SPAG HEDDY - RUNNING TO YOU FT. ELLE VEE,2018/11/15 17:19:31 +0000,300931
33590,Diamond Eyes - Everything [NCS Release],2018/04/10 16:07:46 +0000,267545
33591,Stephen - Crossfire (SummitScape Remix),2016/06/27 18:45:28 +0000,232092
33592,Savoy - Let You Let Me,2015/12/10 18:42:09 +0000,261457
33593,Ephixa - Overwatch Dubstep Remix,2016/04/06 22:13:33 +0000,207770
33594,MAKE IT  BUN DEM (MONXX REMIX),2018/01/18 18:14:10 +0000,221302
33595,Unknown Brain - Perseus (feat. Chris Linton) [NCS Release],2017/03/21 17:04:33 +0000,196929
33596,STEREOLIEZ - Paper Chaser Ft. Armanni Reign (Spag Heddy Remix),2015/11/17 17:29:55 +0000,218978
33597,WTF,2018/08/10 04:13:03 +0000,257748
33598,Tremor (Sullivan King & Riot Ten Remix),2017/04/10 16:18:37 +0000,124929
33599,Flesh Eaters,2017/03/10 19:31:28 +0000,225248
33600,DJ KALAU MEMANG GAK SAYANG GAK USAH BILANG CINTA 2018,2018/08/26 13:54:04 +0000,837250
33601,Phoebe Ryan - Mine (Illenium Remix),2015/03/05 17:02:50 +0000,249831
33602,Direct & Labisch - Better World,2014/06/13 17:48:10 +0000,253123
33603,12th Planet, Virtual Riot, Twine - Gully Squad,2016/11/23 18:50:48 +0000,218560
33604,Faux Tales - Atlas,2014/04/14 18:11:25 +0000,324340
33605,Kaskade & Project 46 - Last Chance (Dirtyphonics Remix),2013/12/10 17:43:01 +0000,294976
33606,Zomboy - Miles Away (Soltan Remix),2017/02/06 18:39:07 +0000,236951
33607,Snake,2014/07/29 07:59:35 +0000,254690
33608,Smoke weed every day - snoop dog remix (Dj bax)dubtep,2012/11/19 23:45:20 +0000,289307
33609,Unicorn Zombie Apocalypse ( Sikdope dubstep flip ),2016/12/06 17:19:08 +0000,195335
33610,Gemini - Fire Inside (Mr FijiWiji Remix),2013/04/16 20:02:05 +0000,314412
33611,Bobby Blakdout - Get Lit Feat Helluh Lit (PREVIEW),2016/06/29 04:30:42 +0000,24060
33612,Underworld,2017/04/06 15:52:05 +0000,279719
33613,Spag Heddy - Love On First Sine,2014/12/25 12:03:31 +0000,205601
33614,Gramatik - Illusion Of Choice,2012/04/03 18:49:59 +0000,298379
33615,Take a trip to my House   OVERWERK feat Nick Nikon [Monstercat]|| FULL SONG <U+2192> goo.gl/Qz6zKN,2013/05/12 19:57:34 +0000,186191
33616,Midnight Tyrannosaurus & Subtronics - Revenge Of The Goldfish [FREE DOWNLOAD],2017/04/28 16:17:34 +0000,233530
33617,Jam On It,2012/10/18 16:58:41 +0000,202440
33618,Dubstep Remixes Of Popular Songs - Can't Hold Us - Macklemore &amp; Ryan Lewis ( Feat. Ray Dalton),2013/08/21 01:24:28 +0000,272900
33619,Emptiness (Out Now on Monstercat),2016/04/20 22:48:34 +0000,224360
33620,Soltan - Jadu [Premiere],2016/07/13 18:03:04 +0000,225666
33621,Excision & Datsik - Swagga,2010/01/29 01:05:33 +0000,153240
33622,Doctor P and Flux Pavilion - Party Drink Smoke feat. Jarren Benton (Cookie Monsta VIP),2016/12/07 17:08:55 +0000,220128
33623,Jauz & Twiitch - Power Trip (Original Mix) Free Download,2014/03/01 00:06:57 +0000,205759
33624,Electric Joy Ride - Origin [NCS Release],2014/04/06 03:38:39 +0000,268145
33625,Caspa & Rusko - Blouse An Skirt [Premiere],2015/11/09 18:41:44 +0000,210566
33626,Gimme Shelter (Zeds Dead Remix),2010/07/14 21:43:16 +0000,245330
33627,Midnight Tyrannosaurus - Love Potion VIP (Forthcoming 20k Likes EP),2015/07/24 16:17:30 +0000,101678
33628,SLANDER & WAVEDASH - MOVE BACK,2018/04/06 02:27:01 +0000,254587
33629,Datsik & Ganja White Night - Bad Behavior (feat. T Rabb),2018/01/12 16:57:35 +0000,238546
33630,Varien - The Scarlet Dawn,2013/12/27 11:07:53 +0000,205392
33631,Carol of the bells (Christmas Dubstep Remix by LoudWorship & Swedish Revolution) {share on FB},2011/12/22 05:13:15 +0000,137232
33632,Megalodon & Midnight Tyrannosaurus - Jurassic,2017/04/17 20:47:49 +0000,312558
33633,Dirtyphonics x RIOT - Got Your Love,2017/07/13 06:35:43 +0000,236900
33634,Kill The Noise & Snails - Shake The Ground (feat. Sullivan King & Jonah Kay),2018/06/27 17:02:29 +0000,246096
33635,Slushii - Emptiness,2016/04/20 18:37:14 +0000,224360
33636,The Eden Project - Chasing Ghosts [NCS Release],2014/05/28 18:46:57 +0000,291552
33637,Band of Horses - The Funeral (Butch Clancy Remix),2011/03/07 17:43:54 +0000,305382
33638,League Of Legends Dubstep Mix..,2012/04/25 18:42:55 +0000,636768
33639,Kozah - Dream State,2016/08/05 19:00:23 +0000,270470
33640,Foria - Break Away [NCS Release],2016/01/14 19:27:31 +0000,301793
33641,Sex Whales & Phantom Sage - One Day [NCS Release],2015/10/09 19:02:24 +0000,303518
33642,You Found Me (Kasum Remix),2014/01/06 18:41:07 +0000,257356
33643,Dodge & Fuski Vs. Virtual Riot - Alien (OUT NOW),2015/09/07 14:06:38 +0000,185695
33644,Please Mr. Postman (Cragga Dubstep Remix) - The Marvelletes,2010/07/03 21:05:17 +0000,243422
33645,Fox Stevenson - Miss You,2017/10/23 08:05:38 +0000,232092
33646,OTC - Don't Stop,2015/08/04 20:11:31 +0000,270836
33647,Datsik - Find Me (feat. Excision & Dion Timmer),2018/01/12 16:50:39 +0000,243327
33648,Excision Shambhala 2010 Mix,2010/12/07 10:50:22 +0000,5150433
33649,MUST DIE! - Neo Tokyo,2015/08/21 17:24:51 +0000,204897
33650,Fox Stevenson - Lightspeed,2013/07/15 18:59:15 +0000,282619
33651,Terravita - Set It Off - OUT NOW ON FIREPOWER!,2013/11/14 19:20:25 +0000,221356
33652,Barely Alive & Virtual Riot & Phaseone & Myro - Rampage,2018/02/12 19:59:31 +0000,238493
33653,Protohype - QT,2015/08/11 17:14:48 +0000,198731
33654,Undertale - Megalovania (Dubstep/Complextro Remix),2015/12/02 07:20:16 +0000,268198
33655,One Minute,2011/09/01 04:56:38 +0000,255443
33656,Kid Sister - Pro Nails (Rusko Remix),2011/08/09 20:50:54 +0000,233622
33657,Wildstyle Method,2010/10/05 21:43:41 +0000,354776
33658,UKF Dubstep 2013 (Album Megamix),2013/12/17 15:04:55 +0000,811490
33659,Gorilla March,2012/10/18 16:13:56 +0000,265663
33660,Heads Up (West Coast Lo Fi),2013/12/09 17:24:26 +0000,224072
33661,Tha Trickaz <U+2716> Creaky Jackals - OG Purp (BASS VIP),2016/01/04 16:17:04 +0000,248681
33662,Wayak ( Ft Dudu Tassa ),2013/07/22 21:42:17 +0000,194263
33663,Vaski - Insane ft. Ava,2012/09/17 18:16:44 +0000,247401
33664,Ectoplasm Ft. MUST DIE!,2015/06/26 14:08:34 +0000,225221
33665,Stephen Schwartz - Bullet Train ft. Joni Fatora,2013/01/11 18:59:14 +0000,244476
33666,Call Of Duty Zombies DUBSTEP,2013/02/20 22:12:56 +0000,225065
33667,Borgore feat. Mad Cobra - Domino,2017/07/06 18:11:18 +0000,187106
33668,Skrillex & MUST DIE! - VIP's (MUST DIE! Remix),2017/10/26 16:39:08 +0000,204922
33669,Krimer - Blow Up!,2016/04/26 11:31:56 +0000,202702
33670,Trivecta - One Night Only (feat. Yohamna Solange),2014/04/07 06:24:16 +0000,245912
33671,FENZY - The Legend of Zelda (Dubstep Remix),2013/06/15 14:47:48 +0000,302970
33672,Borgore & Svdden Death - Svddengore,2018/02/16 16:48:36 +0000,233216
33673,Best Female Vocal Dubstep Mix! 2013    Dubstep Remix 2013,2012/12/27 23:45:01 +0000,1278682
33674,Black Label XL - Mixed By SKisM,2015/01/09 11:11:18 +0000,2700320
33675,Bobby Blakdout - Dirty (PREVIEW),2016/06/13 22:23:06 +0000,28658
33676,Barely Alive & Virtual Riot - Basement Dwellers,2017/08/30 20:13:17 +0000,215295
33677,Hardwell - Spaceman (Drown The Fish Remix) [OUT NOW],2012/04/27 15:38:01 +0000,103039
33678,Astronaut - Quantum (Virtual Riot Remix),2014/03/19 21:45:44 +0000,291579
33679,Rain Drops (Original Mix) Ft. Carmen F,2011/08/24 10:38:42 +0000,217263
33680,Top Dubstep Drops - Epic Motivational Mix (Powered Edition),2015/07/12 19:13:11 +0000,3644005
33681,Tha Trickaz <U+2716> Creaky Jackals - OG Purp (PhaseOne Remix),2017/10/13 17:10:05 +0000,200090
33682,Space Jesus & Dirt Monkey - Sofa Surfin (Liquid Stranger Remix),2017/10/27 15:25:16 +0000,304641
33683,lil aaron x blackbear - escalade judge remix,2017/06/04 06:33:11 +0000,196145
33684,Brain Sludge,2017/11/20 18:13:26 +0000,270758
33685,Animal Parade,2016/01/11 13:06:39 +0000,226501
